sale_date,year,month,week_of_year,day_of_week,month_label,commerce_event,total_revenue,total_cogs,gross_profit,gross_margin_pct,total_sessions,total_unique_visitors,total_page_views,avg_bounce_rate,avg_session_duration_sec,sessions_organic,sessions_paid_search,sessions_social,sessions_direct,sessions_email,sessions_referral,revenue_per_session,paid_search_share_pct,total_shipments,delivered_count,delayed_count,avg_delivery_days,total_shipping_fee,delay_rate_pct,total_products_tracked,products_out_of_stock,stockout_rate_pct,total_stock_on_hand,products_need_reorder,wasted_traffic_stockout,high_delay_day
"2012-08-04",2012,8,31,6,"Aug 2012","Normal",6384195.03,5087528.11,1296666.92,20.31,"","","","","","","","","","","","","",298,298,0,4.60738255033557,1821.2399999999993,0,423,300,70.92,26249,0,false,false
"2012-08-05",2012,8,31,0,"Aug 2012","Normal",2359224.19,1863413.11,495811.07999999984,21.02,"","","","","","","","","","","","","",223,223,0,4.502242152466367,956.1899999999995,0,423,300,70.92,26249,0,false,false
"2012-08-06",2012,8,32,1,"Aug 2012","Normal",3630003.7,2922718.71,707284.9900000002,19.48,"","","","","","","","","","","","","",185,185,0,4.524324324324325,848.6599999999997,0,423,300,70.92,26249,0,false,false
"2012-08-07",2012,8,32,2,"Aug 2012","Normal",2240253.44,1781265.84,458987.59999999986,20.49,"","","","","","","","","","","","","",109,109,0,4.678899082568807,547.92,0,423,300,70.92,26249,0,false,false
"2012-08-08",2012,8,32,3,"Aug 2012","Normal",2617553.36,1997006.42,620546.94,23.71,"","","","","","","","","","","","","",77,77,0,4.467532467532467,300.33000000000004,0,423,300,70.92,26249,0,false,false
"2012-08-09",2012,8,32,4,"Aug 2012","Normal",4478691.52,3621672.71,857018.8099999996,19.14,"","","","","","","","","","","","","",107,107,0,4.635514018691588,625.2299999999998,0,423,300,70.92,26249,0,false,false
"2012-08-10",2012,8,32,5,"Aug 2012","Normal",3412496.65,2699279.56,713217.0899999999,20.9,"","","","","","","","","","","","","",119,119,0,4.4789915966386555,464.3599999999999,0,423,300,70.92,26249,0,false,false
"2012-08-11",2012,8,32,6,"Aug 2012","Normal",2732604.35,2168668.05,563936.3000000003,20.64,"","","","","","","","","","","","","",115,115,0,4.356521739130435,654.81,0,423,300,70.92,26249,0,false,false
"2012-08-12",2012,8,32,0,"Aug 2012","Normal",3388181.83,2654275.25,733906.5800000001,21.66,"","","","","","","","","","","","","",127,127,0,4.496062992125984,703.7900000000002,0,423,300,70.92,26249,0,false,false
"2012-08-13",2012,8,33,1,"Aug 2012","Normal",3928170.01,3189564.96,738605.0499999998,18.8,"","","","","","","","","","","","","",125,125,0,4.456,758.4599999999999,0,423,300,70.92,26249,0,false,false
"2012-08-14",2012,8,33,2,"Aug 2012","Normal",4033912.16,3258198.58,775713.5800000001,19.23,"","","","","","","","","","","","","",126,126,0,4.198412698412699,697.5899999999998,0,423,300,70.92,26249,0,false,false
"2012-08-15",2012,8,33,3,"Aug 2012","Normal",3780293.26,2886923.59,893369.6699999999,23.63,"","","","","","","","","","","","","",127,127,0,4.3858267716535435,623.39,0,423,300,70.92,26249,0,false,false
"2012-08-16",2012,8,33,4,"Aug 2012","Normal",5249978.18,4222455.97,1027522.21,19.57,"","","","","","","","","","","","","",158,158,0,4.468354430379747,570.26,0,423,300,70.92,26249,0,false,false
"2012-08-17",2012,8,33,5,"Aug 2012","Normal",4089284.05,3238908.92,850375.1299999999,20.8,"","","","","","","","","","","","","",151,151,0,4.688741721854305,749.01,0,423,300,70.92,26249,0,false,false
"2012-08-18",2012,8,33,6,"Aug 2012","Normal",3450015.71,2808916.94,641098.77,18.58,"","","","","","","","","","","","","",137,137,0,4.372262773722627,770.5000000000001,0,423,300,70.92,26249,0,false,false
"2012-08-19",2012,8,33,0,"Aug 2012","Normal",3904300.93,3006801.4,897499.5300000003,22.99,"","","","","","","","","","","","","",158,158,0,4.658227848101266,912.8000000000005,0,423,300,70.92,26249,0,false,false
"2012-08-20",2012,8,34,1,"Aug 2012","Normal",3541027.32,2827038.81,713988.5099999998,20.16,"","","","","","","","","","","","","",128,128,0,4.546875,515.1800000000002,0,423,300,70.92,26249,0,false,false
"2012-08-21",2012,8,34,2,"Aug 2012","Normal",4147483.23,3364364.64,783118.5899999999,18.88,"","","","","","","","","","","","","",137,137,0,4.554744525547445,696.7800000000003,0,423,300,70.92,26249,0,false,false
"2012-08-22",2012,8,34,3,"Aug 2012","Normal",4597682.81,3562468.33,1035214.4799999995,22.52,"","","","","","","","","","","","","",153,153,0,4.640522875816994,804.0199999999995,0,423,300,70.92,26249,0,false,false
"2012-08-23",2012,8,34,4,"Aug 2012","Normal",5478869.55,4195738.04,1283131.5099999998,23.42,"","","","","","","","","","","","","",169,169,0,4.603550295857988,1213.04,0,423,300,70.92,26249,0,false,false
"2012-08-24",2012,8,34,5,"Aug 2012","Normal",4637850.57,3632210.67,1005639.9000000004,21.68,"","","","","","","","","","","","","",170,170,0,4.5058823529411764,1050.2899999999993,0,423,300,70.92,26249,0,false,false
"2012-08-25",2012,8,34,6,"Aug 2012","Normal",3589566.28,2784342.75,805223.5299999998,22.43,"","","","","","","","","","","","","",155,155,0,4.496774193548387,932.0599999999998,0,423,300,70.92,26249,0,false,false
"2012-08-26",2012,8,34,0,"Aug 2012","Normal",4280204.53,3476942.48,803262.0500000003,18.77,"","","","","","","","","","","","","",166,166,0,4.493975903614458,1013.8599999999997,0,423,300,70.92,26249,0,false,false
"2012-08-27",2012,8,35,1,"Aug 2012","Normal",3038895.84,2365260.68,673635.1599999997,22.17,"","","","","","","","","","","","","",136,136,0,4.338235294117647,741.4199999999995,0,423,300,70.92,26249,0,false,false
"2012-08-28",2012,8,35,2,"Aug 2012","Normal",9508676.62,7439851.59,2068825.0299999993,21.76,"","","","","","","","","","","","","",189,189,0,4.470899470899471,1000.5499999999998,0,423,300,70.92,26249,0,false,false
"2012-08-29",2012,8,35,3,"Aug 2012","Normal",9260558.32,7336294.54,1924263.7800000003,20.78,"","","","","","","","","","","","","",224,224,0,4.410714285714286,1273.1599999999994,0,423,300,70.92,26249,0,false,false
"2012-08-30",2012,8,35,4,"Aug 2012","Normal",10086534.1,7950911.72,2135622.38,21.17,"","","","","","","","","","","","","",290,290,0,4.63103448275862,1824.3200000000015,0,423,300,70.92,26249,0,false,false
"2012-08-31",2012,8,35,5,"Aug 2012","Normal",9104678.52,7277460.12,1827218.3999999994,20.07,"","","","","","","","","","","","","",313,313,0,4.405750798722044,1711.370000000001,0,423,300,70.92,26249,0,false,false
"2012-09-01",2012,9,35,6,"Sep 2012","Normal",8560208.92,6738335.17,1821873.75,21.28,"","","","","","","","","","","","","",352,352,0,4.457386363636363,1836.9400000000005,0,424,274,64.62,27519,0,false,false
"2012-09-02",2012,9,35,0,"Sep 2012","Normal",2587099.44,1946097.28,641002.1599999999,24.78,"","","","","","","","","","","","","",281,281,0,4.501779359430605,1465.980000000001,0,424,274,64.62,27519,0,false,false
"2012-09-03",2012,9,36,1,"Sep 2012","Normal",3865505.01,3063431.08,802073.9299999997,20.75,"","","","","","","","","","","","","",201,201,0,4.393034825870647,1023.9999999999997,0,424,274,64.62,27519,0,false,false
"2012-09-04",2012,9,36,2,"Sep 2012","Normal",3645749.44,2876968.79,768780.6499999999,21.09,"","","","","","","","","","","","","",166,166,0,4.566265060240964,928.3600000000002,0,424,274,64.62,27519,0,false,false
"2012-09-05",2012,9,36,3,"Sep 2012","Normal",2398185.51,1966376.48,431809.0299999998,18.01,"","","","","","","","","","","","","",102,102,0,4.617647058823529,577.0500000000001,0,424,274,64.62,27519,0,false,false
"2012-09-06",2012,9,36,4,"Sep 2012","Normal",2858227.37,2147909.96,710317.4100000001,24.85,"","","","","","","","","","","","","",109,109,0,4.660550458715596,454.77999999999986,0,424,274,64.62,27519,0,false,false
"2012-09-07",2012,9,36,5,"Sep 2012","Normal",3282753.8,2580035.06,702718.7399999998,21.41,"","","","","","","","","","","","","",100,100,0,4.59,427.84000000000003,0,424,274,64.62,27519,0,false,false
"2012-09-08",2012,9,36,6,"Sep 2012","Normal",3666204.89,2804001.32,862203.5700000003,23.52,"","","","","","","","","","","","","",120,120,0,4.883333333333334,883.6499999999997,0,424,274,64.62,27519,0,false,false
"2012-09-09",2012,9,36,0,"Sep 2012","Normal",4458501.42,3589475.8,869025.6200000001,19.49,"","","","","","","","","","","","","",121,121,0,4.24793388429752,469.83000000000015,0,424,274,64.62,27519,0,false,false
"2012-09-10",2012,9,37,1,"Sep 2012","Normal",4548962.79,3517300.88,1031661.9100000001,22.68,"","","","","","","","","","","","","",133,133,0,4.458646616541353,516.1500000000001,0,424,274,64.62,27519,0,false,false
"2012-09-11",2012,9,37,2,"Sep 2012","Normal",4021565.55,3264364.41,757201.1399999997,18.83,"","","","","","","","","","","","","",146,146,0,4.541095890410959,799.35,0,424,274,64.62,27519,0,false,false
"2012-09-12",2012,9,37,3,"Sep 2012","Normal",3335978.29,2673690.65,662287.6400000001,19.85,"","","","","","","","","","","","","",135,135,0,4.311111111111111,753.0599999999994,0,424,274,64.62,27519,0,false,false
"2012-09-13",2012,9,37,4,"Sep 2012","Normal",2609609.29,2103806.97,505802.31999999983,19.38,"","","","","","","","","","","","","",120,120,0,4.591666666666667,752.3899999999998,0,424,274,64.62,27519,0,false,false
"2012-09-14",2012,9,37,5,"Sep 2012","Normal",3729228.43,2835412.27,893816.1600000001,23.97,"","","","","","","","","","","","","",105,105,0,4.314285714285714,514.5799999999999,0,424,274,64.62,27519,0,false,false
"2012-09-15",2012,9,37,6,"Sep 2012","Normal",3605125.64,2849539.9,755585.7400000002,20.96,"","","","","","","","","","","","","",98,98,0,4.1938775510204085,506.1099999999998,0,424,274,64.62,27519,0,false,false
"2012-09-16",2012,9,37,0,"Sep 2012","Normal",4452012.44,3561492.95,890519.4900000002,20,"","","","","","","","","","","","","",136,136,0,4.455882352941177,567.5500000000003,0,424,274,64.62,27519,0,false,false
"2012-09-17",2012,9,38,1,"Sep 2012","Normal",4811788.67,3932069.23,879719.44,18.28,"","","","","","","","","","","","","",149,149,0,4.489932885906041,759.0100000000004,0,424,274,64.62,27519,0,false,false
"2012-09-18",2012,9,38,2,"Sep 2012","Normal",5078878.07,4123200.89,955677.1800000002,18.82,"","","","","","","","","","","","","",142,142,0,4.443661971830986,744.14,0,424,274,64.62,27519,0,false,false
"2012-09-19",2012,9,38,3,"Sep 2012","Normal",3680241.62,3014323.76,665917.8600000003,18.09,"","","","","","","","","","","","","",161,161,0,4.453416149068323,906.8500000000004,0,424,274,64.62,27519,0,false,false
"2012-09-20",2012,9,38,4,"Sep 2012","Normal",3763143.75,3080273.62,682870.1299999999,18.15,"","","","","","","","","","","","","",135,135,0,4.451851851851852,620.7299999999999,0,424,274,64.62,27519,0,false,false
"2012-09-21",2012,9,38,5,"Sep 2012","Normal",3943768.14,2978697.93,965070.21,24.47,"","","","","","","","","","","","","",152,152,0,4.578947368421052,877.7699999999993,0,424,274,64.62,27519,0,false,false
"2012-09-22",2012,9,38,6,"Sep 2012","Normal",3872374.03,3011266.74,861107.2899999996,22.24,"","","","","","","","","","","","","",129,129,0,4.465116279069767,670.0799999999999,0,424,274,64.62,27519,0,false,false
"2012-09-23",2012,9,38,0,"Sep 2012","Normal",4118299.54,3294951.2,823348.3399999999,19.99,"","","","","","","","","","","","","",157,157,0,4.535031847133758,841.3500000000004,0,424,274,64.62,27519,0,false,false
"2012-09-24",2012,9,39,1,"Sep 2012","Normal",5733263.53,4585762.62,1147500.9100000001,20.01,"","","","","","","","","","","","","",168,168,0,4.601190476190476,973.9100000000002,0,424,274,64.62,27519,0,false,false
"2012-09-25",2012,9,39,2,"Sep 2012","Normal",5639897.53,4502395.62,1137501.9100000001,20.17,"","","","","","","","","","","","","",187,187,0,4.508021390374331,1026.8099999999997,0,424,274,64.62,27519,0,false,false
"2012-09-26",2012,9,39,3,"Sep 2012","Normal",4592282.59,3670417.04,921865.5499999998,20.07,"","","","","","","","","","","","","",187,187,0,4.67379679144385,898.4399999999994,0,424,274,64.62,27519,0,false,false
"2012-09-27",2012,9,39,4,"Sep 2012","Normal",7556892.66,6017108.13,1539784.5300000003,20.38,"","","","","","","","","","","","","",243,243,0,4.530864197530864,1416.230000000001,0,424,274,64.62,27519,0,false,false
"2012-09-28",2012,9,39,5,"Sep 2012","Normal",4892631.14,3884590.92,1008040.2199999997,20.6,"","","","","","","","","","","","","",218,218,0,4.454128440366972,1278.46,0,424,274,64.62,27519,0,false,false
"2012-09-29",2012,9,39,6,"Sep 2012","Normal",5304374.46,4170120.63,1134253.83,21.38,"","","","","","","","","","","","","",199,199,0,4.266331658291457,1260.16,0,424,274,64.62,27519,0,false,false
"2012-09-30",2012,9,39,0,"Sep 2012","Normal",4694379.86,3812737.52,881642.3400000003,18.78,"","","","","","","","","","","","","",208,208,0,4.399038461538462,1183.9700000000003,0,424,274,64.62,27519,0,false,false
"2012-10-01",2012,10,40,1,"Oct 2012","Normal",4752532.1,3764447.04,988085.0599999996,20.79,"","","","","","","","","","","","","",181,181,0,4.54696132596685,1130.4499999999991,0,437,282,64.53,29194,0,false,false
"2012-10-02",2012,10,40,2,"Oct 2012","Normal",3233135.78,2566510.62,666625.1599999997,20.62,"","","","","","","","","","","","","",151,151,0,4.483443708609271,614.62,0,437,282,64.53,29194,0,false,false
"2012-10-03",2012,10,40,3,"Oct 2012","Normal",3515132.03,2762823.63,752308.3999999999,21.4,"","","","","","","","","","","","","",149,149,0,4.530201342281879,804.3700000000001,0,437,282,64.53,29194,0,false,false
"2012-10-04",2012,10,40,4,"Oct 2012","Normal",2398137.74,1902425.74,495712.00000000023,20.67,"","","","","","","","","","","","","",106,106,0,4.443396226415095,471.76,0,437,282,64.53,29194,0,false,false
"2012-10-05",2012,10,40,5,"Oct 2012","Normal",2665953.06,2064899.19,601053.8700000001,22.55,"","","","","","","","","","","","","",95,95,0,4.631578947368421,543.5699999999999,0,437,282,64.53,29194,0,false,false
"2012-10-06",2012,10,40,6,"Oct 2012","Normal",2205266.94,1755004.4,450262.54000000004,20.42,"","","","","","","","","","","","","",81,81,0,4.246913580246914,384.46,0,437,282,64.53,29194,0,false,false
"2012-10-07",2012,10,40,0,"Oct 2012","Normal",3389598.07,2725469.75,664128.3199999998,19.59,"","","","","","","","","","","","","",83,83,0,4.626506024096385,296.5,0,437,282,64.53,29194,0,false,false
"2012-10-08",2012,10,41,1,"Oct 2012","Normal",4037039.45,3285493.04,751546.4100000001,18.62,"","","","","","","","","","","","","",80,80,0,4.175,347.2899999999999,0,437,282,64.53,29194,0,false,false
"2012-10-09",2012,10,41,2,"Oct 2012","Normal",4298675.76,3472700.63,825975.1299999999,19.21,"","","","","","","","","","","","","",117,117,0,4.564102564102564,677.4100000000001,0,437,282,64.53,29194,0,false,false
"2012-10-10",2012,10,41,3,"Oct 2012","Normal",3548716.67,2839202.59,709514.0800000001,19.99,"","","","","","","","","","","","","",120,120,0,4.3,799.65,0,437,282,64.53,29194,0,false,false
"2012-10-11",2012,10,41,4,"Oct 2012","Normal",3421490.39,2765374.16,656116.23,19.18,"","","","","","","","","","","","","",133,133,0,4.12781954887218,639.3600000000002,0,437,282,64.53,29194,0,false,false
"2012-10-12",2012,10,41,5,"Oct 2012","Normal",2380119.87,1830898.15,549221.7200000002,23.08,"","","","","","","","","","","","","",99,99,0,4.404040404040404,527.53,0,437,282,64.53,29194,0,false,false
"2012-10-13",2012,10,41,6,"Oct 2012","Normal",2798011.44,2256579.15,541432.29,19.35,"","","","","","","","","","","","","",105,105,0,4.828571428571428,499.6499999999999,0,437,282,64.53,29194,0,false,false
"2012-10-14",2012,10,41,0,"Oct 2012","Normal",3055629.78,2516987.32,538642.46,17.63,"","","","","","","","","","","","","",114,114,0,4.447368421052632,676.7699999999999,0,437,282,64.53,29194,0,false,false
"2012-10-15",2012,10,42,1,"Oct 2012","Normal",3234517.3,2632811.8,601705.5,18.6,"","","","","","","","","","","","","",93,93,0,4.645161290322581,587.6000000000001,0,437,282,64.53,29194,0,false,false
"2012-10-16",2012,10,42,2,"Oct 2012","Normal",3549298.21,2763325.25,785972.96,22.14,"","","","","","","","","","","","","",139,139,0,4.690647482014389,559.8399999999999,0,437,282,64.53,29194,0,false,false
"2012-10-17",2012,10,42,3,"Oct 2012","Normal",3818048,3108682.75,709365.25,18.58,"","","","","","","","","","","","","",111,111,0,4.54054054054054,529.0899999999999,0,437,282,64.53,29194,0,false,false
"2012-10-18",2012,10,42,4,"Oct 2012","Normal",2909728.89,2301277.14,608451.75,20.91,"","","","","","","","","","","","","",114,114,0,4.315789473684211,593.63,0,437,282,64.53,29194,0,false,false
"2012-10-19",2012,10,42,5,"Oct 2012","Normal",2877379.81,2352068.71,525311.1000000001,18.26,"","","","","","","","","","","","","",105,105,0,4.485714285714286,646.23,0,437,282,64.53,29194,0,false,false
"2012-10-20",2012,10,42,6,"Oct 2012","Normal",3242557.3,2647331.71,595225.5899999999,18.36,"","","","","","","","","","","","","",99,99,0,4.363636363636363,542.0400000000001,0,437,282,64.53,29194,0,false,false
"2012-10-21",2012,10,42,0,"Oct 2012","Normal",2395609.91,1920246.47,475363.4400000002,19.84,"","","","","","","","","","","","","",91,91,0,4.593406593406593,391.68999999999994,0,437,282,64.53,29194,0,false,false
"2012-10-22",2012,10,43,1,"Oct 2012","Normal",3596158.34,2873316.18,722842.1599999997,20.1,"","","","","","","","","","","","","",93,93,0,4.591397849462366,415.8500000000002,0,437,282,64.53,29194,0,false,false
"2012-10-23",2012,10,43,2,"Oct 2012","Normal",3999141.88,3151858.27,847283.6099999999,21.19,"","","","","","","","","","","","","",114,114,0,4.5964912280701755,717.2099999999997,0,437,282,64.53,29194,0,false,false
"2012-10-24",2012,10,43,3,"Oct 2012","Normal",3829179.99,3037851.31,791328.6800000002,20.67,"","","","","","","","","","","","","",137,137,0,4.605839416058394,853.91,0,437,282,64.53,29194,0,false,false
"2012-10-25",2012,10,43,4,"Oct 2012","Normal",3104460.52,2528526.7,575933.8199999998,18.55,"","","","","","","","","","","","","",128,128,0,4.6796875,676.0099999999999,0,437,282,64.53,29194,0,false,false
"2012-10-26",2012,10,43,5,"Oct 2012","Normal",2138927.17,1671777.12,467150.0499999998,21.84,"","","","","","","","","","","","","",124,124,0,4.604838709677419,761.5900000000003,0,437,282,64.53,29194,0,false,false
"2012-10-27",2012,10,43,6,"Oct 2012","Normal",2816872.34,2296869.06,520003.2799999998,18.46,"","","","","","","","","","","","","",116,116,0,4.491379310344827,648.6599999999999,0,437,282,64.53,29194,0,false,false
"2012-10-28",2012,10,43,0,"Oct 2012","Normal",6259883.83,5044146.85,1215736.9800000004,19.42,"","","","","","","","","","","","","",125,125,0,4.312,659.0499999999998,0,437,282,64.53,29194,0,false,false
"2012-10-29",2012,10,44,1,"Oct 2012","Normal",5424539.1,4294440.71,1130098.3899999997,20.83,"","","","","","","","","","","","","",150,150,0,4.533333333333333,959.9799999999999,0,437,282,64.53,29194,0,false,false
"2012-10-30",2012,10,44,2,"Oct 2012","Normal",6347274.89,5049887.71,1297387.1799999997,20.44,"","","","","","","","","","","","","",194,194,0,4.664948453608248,1186.1700000000003,0,437,282,64.53,29194,0,false,false
"2012-10-31",2012,10,44,3,"Oct 2012","Normal",4942677.89,3871571.88,1071106.0099999998,21.67,"","","","","","","","","","","","","",226,226,0,4.632743362831858,1208.589999999999,0,437,282,64.53,29194,0,false,false
"2012-11-01",2012,11,44,4,"Nov 2012","Normal",5536748.35,4440955.34,1095793.0099999998,19.79,"","","","","","","","","","","","","",195,195,0,4.625641025641026,1105.9199999999994,0,411,295,71.78,30134,0,false,false
"2012-11-02",2012,11,44,5,"Nov 2012","Normal",1936831.08,1547786.14,389044.9400000002,20.09,"","","","","","","","","","","","","",155,155,0,4.412903225806452,835.2500000000006,0,411,295,71.78,30134,0,false,false
"2012-11-03",2012,11,44,6,"Nov 2012","Normal",2911848.61,2151815.97,760032.6399999997,26.1,"","","","","","","","","","","","","",122,122,0,4.401639344262295,734.26,0,411,295,71.78,30134,0,false,false
"2012-11-04",2012,11,44,0,"Nov 2012","Normal",2658832.75,2131401.7,527431.0499999998,19.84,"","","","","","","","","","","","","",99,99,0,4.555555555555555,590.5899999999999,0,411,295,71.78,30134,0,false,false
"2012-11-05",2012,11,45,1,"Nov 2012","Normal",3332448.46,2732792.99,599655.4699999997,17.99,"","","","","","","","","","","","","",86,86,0,4.1976744186046515,436.2,0,411,295,71.78,30134,0,false,false
"2012-11-06",2012,11,45,2,"Nov 2012","Normal",3439495.01,2809375.18,630119.8299999996,18.32,"","","","","","","","","","","","","",79,79,0,4.886075949367089,368.55000000000007,0,411,295,71.78,30134,0,false,false
